Author,Title,Subtitle,ISBN 1,Publisher,TS,Pages,Language,Annotations,Illustrator,Translator,Original Title,Original language,Date of publishing
Christoph Hein,Willenbrock,,9788072075058,Volvox Globator,13,224,?eský,"Berlín, pozdní 90. léta. Bernard Willenbrock, n?kdejší inženýr v nejmenovaném podniku ve stát? d?lník? a rolník?, si po?ídí obchod použitým zbožím. Obchod prosperuje, manželství funguje, p?íle-žitostná milostná dobrodružství z?stávají utajena. Ovšem všechny jistoty klidné, zdánliv? ni?ím ne-rušené existence se postupn? za?ínají rozpadat. Pod povrchem spo?ádaných pom?r? se ?ím dál víc obnažuje džungle ostrých lokt?, kde platí jediné pravidlo: pomoz si sám. Hein, zdánliv? lehkým perem, avšak s nemilosrdnou, až chirurgickou p?esností, vypráví o katastrofách, které jsou jen cha-trn? skryty pod povlakem naší jakoby hladce fungující existence. ",,Hanuš Karlach,Willenbrock,n?m?ina,2003
"Orlíková, Jana",Willi Nowak (1886-1977) - Výb?r z malí?ského díla,Auswahl aus dem malerischen Schaffen,9788085016840,Galerie výtvarného um?ní v Chebu,9,96,"?eský, n?mecký","Katalog k výstav? z malí?ského díla Williho Nowaka, konané v Galerii výtvarného um?ní v Chebu od 7. 6. do 5. 8. 2007.","Fot. M. Dvo?áková, L. ?u?ík, J. Gordon, J. Trojan",Dagmar a Philipp Thomaschke (do n?m.),,,2007
"Clench, James",William & Kate: Príbeh královskej lásky,,9788020424525,"Mladá fronta, a.s.",13,208,slovenský,"Príbeh ob?úbeného britského páru – následníka trónu princa Williama a Kate Middletonovej – je ?asto prirovnávaný k romantickej rozprávke. Budúci panovník sa zamiloval do krásneho diev?a?a, ktoré nepochádza zo š?achtického rodu. Rozprávkovos? celého príbehu nemôže umocni? ni? iného ako svadba. Médiami i oby?ajnými Britmi dlho o?akávaná udalos? už má svoj dátum – je ním 29. apríl 2011. Kniha zachytáva v chronologickom slede životy oboch protagonistov – od zoznámenia až po zásnuby. Krok za krokom sledujeme predovšetkým ich milostný príbeh a spolo?ne strávené okamihy, avšak mimo toho i študijné úspechy, pracovné skúsenosti a “bežné” problémy médiami ostro sledovaného páru. Sú?as?ou knihy je približne 150 farebných fotografií.",,"Patkolová, Gabriela",William & Kate: A Royal Love Story,anglický,2011
"Clench, James",William & Kate: P?íb?h královské lásky,,9788020424419,"Mladá fronta, a.s.",13,208,?eský,"P?íb?h oblíbeného britského páru – následníka tr?nu prince Williama a Kate Middletonové – je velice ?asto p?irovnáván k romantické pohádce. Budoucí panovník se zamiloval do krásné dívky, která nepochází ze šlechtického rodu. Pohádkovost celého p?íb?hu nem?že umocnit nic jiného než svatba. Médii i oby?ejnými Brity dlouho o?ekávaná událost má již své datum, je jím 29. duben 2011. Kniha zachycuje v chronologickém sledu životy obou protagonist? – od seznámení až po zásnuby. Krok za krokem sledujeme p?edevším jejich milostný p?íb?h a spole?n? strávené okamžiky, avšak krom? toho i studijní úsp?chy, pracovní zkušenosti a „b?žné“ problémy médii ost?e sledovaného páru. ou?ástí knihy je p?ibližn? 150 barevných fotografií.",,"Lži?ka, Milan",William & Kate: A Royal Love Story,anglický,2011
Helen K. Hosierová,William a Catherine Boothovi,Zakladatelé Armády spásy,9788072550210,Návrat dom?,0,180,?eský,"Životopis manžel? Boothových – jejichž práci nejlépe vystihuje krédo „Spasení duše je klí?em ke spasení t?la“ – zakladatel? nejv?tšího hnutí, které dnes vedle kázání evangelia p?ináší nejrozsáhlejší humanitární pomoc mezi nejchudší vrstvy obyvatelstva ve více než 100 zemích sv?ta, vykresluje dramatický p?íb?h odhodlaného muže a sm?lé ženy, kte?í spojili své životy i síly k tomu, aby vyhlásili boj lidské chudob? a bíd?.",,Tomáš Adámek,William and Catherine Booth – Founders of The Salvation Army,angli?tina,2000
"Boulle,Pierre",William Conrad,,9788020607904,Naše vojsko s.r.o.,999,178,?eský,"V dobrodružném a napínavém p?íb?hu Williama Conrada uplatnil francouzský prozaik Pierre Boulle své bohaté zkušenosti autora vále?ných a špionážních román?. Osud hlavního hrdiny je nejen úzce spjat s vále?nými událostmi, ale také je - a to nikoliv zanedbatelným zp?sobem - aktivn? ovliv?uje. ",,"Šup,Josef",William Conrad,francouzský,2005
"Whyte, Jack",William Wallace,State?né srdce,9788087408322,Deus,13,456,?eský,Historický román o boji za svobodné Skotsko.,,"R?žek, Adam",The Forest Laird: A Tale of William Wallace,anglický,2013
"Kennedy, Emma",Wilma detektivem,P?ípad zmrzlých srdcí,9788000030944,Albatros,14,264,?eský,"Wilma Tichošlápková sní o tom, že se jednoho dne stane asistentkou sv?tov? proslulého a velmi seriózního detektiva Teodora P. Goodmana. Jenže pan Goodman v?bec nestojí o malou pomocnici, co jde z jednoho pr?švihu do druhého – zvláš? když ji všude doprovází malý bígl, který nedokáže odolat a žere d?kazy!","Marc, Sylvain","Diestlerová, Petra",,anglický,2013
"Kennedyová, Emma",Wilma detektivem - P?ípad smrdutého jedu,,9788000036359,Albatros,14,264,?eský,"Nejv?tší sen Wilmy Tichošlápkové se splnil – stala se oficiáln? asistentkou sv?tov? proslulého a velmi vážného detektiva Teodora P. Goodmana. Ale když n?kdo za?ne zabíjet hv?zdy cooperského divadla, Wilma a její v?rný pes Lump musí pachatele odhalit d?ív, než jim všem spadne poslední opona! 2. pokra?ování.",,"Diestlerová, Petra",,anglický,2014
"Hvorecký, Michal",Wilsonov,,9788025716274,Argo spol. s r.o.,13,144,?eský,"Roku 1923 dojde v židovské ?tvrti Wilsonov ke ?ty?em brutálním vraždám.  Bezradná policie na pomoc povolá newyorského detektiva Aarona Fooda. Ameri?an neobvyklými a mimo?ádn? drsnými metodami vyšet?uje okultní zlo?iny ve velkom?st?, jehož historie je úpln? jiná, než si myslíte. Na tento gotický horor ze st?ední Evropy nezapomenete! Novela p?ipomene zapomenutou kapitolu d?jin  m?sta, ve kterém p?ed sto lety vedle sebe žili N?mci, Ma?a?i, Židé a  menšina Slovák?. Roku 1918 obyvatelé netoužili stát se sou?ástí ?eskoslovenska. P?edstavitelé nakonec vyhlásili vznik nezávislého m?sta a jeho název odvodili od propagátora této myšlenky, amerického prezidenta Woodrowa Wilsona. Kniha obsahuje další t?i tajemné p?íb?hy o Bratislav?, lásce, um?ní a smrti, které ?esky vycházejí poprvé. P?íb?h zfilmoval režisér Tomáš Mašín (T?i sezóny v pekle) v ?esko-slovenské koprodukci.",,"Bekešová, Martina",,slovenský,2015
"Ku?erová, L. a kol.",Wilth Ahwa,,9788074130892,"ZONER Software, a.s.",13,288,?eský,"Zveme vás na dobrodružnou výpravu proti proudu ?asu, na cestu za ?ekou… Šest autor? spojilo síly, aby vzdali svými p?íb?hy poctu ?ece, kterou k nim váže osobní pouto - ?ece Vltav?, prastaré patronce našich zemí. ?eka je srdcem krajiny. N?kdy bývá mírná a p?átelská, jindy zase nespoutaná a divoká. Naši p?edkové mnohokrát poznali její vrtkavou povahu – to, jak dovede být št?drá, ale také ni?ivá a smrtící...",,,,,2010
"Žofka, Zden?k - Kirchner, Jaroslav",Wimbledon a p?íb?hy tenisových hrdin?,,9788025323601,"Nakladatelství FRAGMENT, s.r.o",11,192,?eský,"Nejznám?jší legendy historie sv?tového tenisu od druhé poloviny 19. století až do sou?asnosti!  Hrajete tenis nebo se o n?j zajímáte? Pokud ano, pak je tato kniha ur?ena práv? vám! P?edstaví se vám nejv?tší hv?zdy ""bílého sportu"". Osobní p?íb?hy, p?ekonávání p?ekážek a náro?ná cesta k vít?zství. Jaké bylo jejich ú?inkování na nejslavn?jším a nejstarším turnaji sv?ta Wimbledonu? Jakými úskalími si musely v život? i v tenisu projít?  Od Renshawa k Djokovi?ovi a od Dodové ke Kvitové! Pochopiteln?, že nemohou chyb?t ani nejv?tší ?eské hv?zdy v ?ele s Martinou Navrátilovou a Ivanem Lendlem. Všichni, kte?í se ve Wimbledonu probojovali minimáln? do finále dvouhry, mají v knize své místo. Nejzajímav?jší okamžiky jsou navíc zdokumentovány unikátními fotografiemi z wimbledonské trávy, které ?eští ?tená?i dosud nevid?li!",,,,,2014
"Kirchner, Jaroslav - Žofka, Zden?k",Wimbledon a sv?tové tenisové legendy,,9788025314654,Jan Eisler - FRAGMENT,11,184,?eský,"Nejznám?jší legendy historie sv?tového tenisu od druhé poloviny 19. století až do sou?asnosti! Hrajete tenis nebo se o n?j zajímáte? Pokud ano, pak je tato kniha ur?ena práv? vám! P?edstaví se vám nejv?tší hv?zdy ""bílého sportu"". Osobní p?íb?hy, p?ekonávání p?ekážek a náro?ná cesta k vít?zství. Jaké bylo jejich ú?inkování na nejslavn?jším a nejstarším turnaji sv?ta Wimbledonu? Jakými úskalími si musely v život? i v tenisu projít? Od Renshawa k Djokovi?ovi a od Dodové ke Kvitové! Pochopiteln?, že nemohou chyb?t ani nejv?tší ?eské hv?zdy v ?ele s Martinou Navrátilovou a Ivanem Lendlem. Všichni, kte?í se ve Wimbledonu probojovali minimáln? do finále dvouhry, mají v knize své místo.",,,,,2012
"Pecinovský, Josef - Pecinovský, Rudolf",Windows 10,,9788024757711,Grada Publishing,5,128,?eský,"Pod vedením autor? se nau?íte spoušt?t programy a p?epínat mezi nimi (multitasking), vytvá?et virtuální plochy, ovládat po?íta? dotykem a naplno využívat panel Start v podob? dlaždicových obrazovek. Seznámíte se také s aplikacemi dodávanými se systémem, jako nap?íklad Po?así, Hudba Groove, Fotky, Filmy a TV po?ady. Zkušen?jším ?tená??m auto?i poradí s nastavením systému, úpravou vzhledu pracovní plochy nebo správou uživatelských ú?t?. Velkou pozornost kladou také na práci se soubory a složkami a podrobn? popisují aplikaci Pr?zkumník a jeho ?etné funkce. V záv?ru knihy up?es?ují p?ednosti nového prohlíže?e internetu Microsoft Edge.",,,,,2016
"Ku?era, Roman - Broža, Petr",Windows 7,Nejlepší tipy a triky,9788074130618,"ZONER Software, a.s.",5,288,?eský,"Kniha je ur?ena jak pro v??né nebo dokonce úplné za?áte?níky, tak pro pokro?ilejší uživatele. Najdete v ní obrovské množství rad, tip? trik? a návod?, které vám pomohou ?ešit každodenní situace p?i práci s po?íta?em. Díky p?ehlednému ?len?ní na kapitoly a jednotlivé rady velmi rychle najdete p?esn? to, co opravdu hledáte. Pro snadné vyhledávání je na konci knihy za?azen obsáhlý rejst?ík a praktický seznam užite?ných klávesových zkratek.",,,,,2009
"Sinchak, Steve",Windows 7,Pr?vodce pro nové uživatele,9788074130830,"ZONER Software, a.s.",5,376,?eský,"Tato kniha slouží jako pr?vodce Windows 7 pro nové uživatele se zam??ením na p?izp?sobování uživatelského prost?edí, výkonu a bezpe?nosti.",,,,,2010
"Selecký, Matúš",Windows Sysinternals: Vyla?te si systém,,9788025138236,"Computer Press, a. s.",5,248,?eský,"Pot?ebujete ke správ?, zabezpe?ení a diagnostice systému propracovan?jší nástroje než ty, které nabízí systém Windows? Jste zvídavý uživatel, specialista IT nebo vývojá?, který rád ladí a optimalizuje? Práv? pro vás je zde pr?vodce a referen?ní p?íru?ka zárove?, v níž najdete všechny d?ležité souborové, diskové, sí?ové, procesní, bezpe?nostní a systémové nástroje Windows Sysinternals.",,,,,2013
"Livingston, Brian, Thurrott, Paul",Windows Vista,Základní pr?vodce,9788086815671,"ZONER Software, a.s.",5,704,?eský,"Kniha zkušených autor? Briana Livingstona a Paula Thurrotta je v?nována práv? tomuto novému opera?nímu systému z dílny Microsoftu, a obsahuje všechno, co pot?ebujete k tomu, aby váš p?echod z Windows XP (?i staršího opera?ního systému) na Windows Vista byl co nejjednodušší. Kniha však stejn? dob?e poslouží i zcela novým uživatel?m bez p?edchozích znalostí Windows.",,,,anglický,2007
"Dostál, Ji?í",Windows Vista pro u?itele,CD,9788024427980,Univerzita Palackého v Olomouci,17,0,?eský,"Projekt ""Pr?zkum trhu pro vydání publikací a CD pro projekt rozvoj ICT kompetencí pedagogických pracovník? olomouckého kreje pomocí e-learningu reg. ?. CZ.107/1.3.13/01.0044""",,,,,2011
"May, Karl",Winnetou I,,9788073990268,Tribun EU,13,476,n?mecký,Winnetou I.,,,,,2007
"May, Karl",Winnetou II,,9788073990275,Tribun EU,13,476,n?mecký,Winnetou II.,,,,,2007
"Shushkewichová, Val",Winnie – Skute?ný medvídek Pú,P?íb?h kanadského ?erného medv?da,9788072075904,Volvox Globator,13,112,?eský,"Autorka vypráví p?íb?h kanadského ?erného medv?da Winnie – který se stal jako medvídek Pú nesmrtelným v dílech A.A. Milnea – a jeho opatrovateli Harrym Colebournovi, veteriná?i a vojenském d?stojníkovi, bez jehož lásky ke zví?at?m by d?ti patrn? nikdy nepoznaly svého roztomilého, hu?atého kamaráda, který nade vše miluje med.",,Emílie Harantová,The Real Winnie,anglický,2006
"Scheunemann, Frauke",Winston: Kocour na tajné výprav?,,9788000040325,Albatros,14,224,?eský,"Kocour v k?ži škola?ky, škola?ka v k?ži kocoura! Co se stane, když si po zásahu bleskem prohodí svá t?la?  Winston je nevrlý šlecht?ný kocour, který snad nikdy nevystr?il ?umá?ek z bytu, co obývá se svým pání?kem, stárnoucím profesorem fyziky. Až jednou mu osud p?ivede do cesty dvanáctiletou Kiru. A pak se za?nou dít v?ci… Kira a Winston si jednou b?hem bou?ky po zásahu bleskem prohodí t?la, a kocour tak musí najednou chodit do školy, potýkat se s Ki?inými protivnými a zlomyslnými spoluža?kami i potenciáln? nebezpe?ným bývalým p?ítelem její matky… A Kira v k?ži Winstona zase s nep?átelsky nalad?nými potulnými ko?kami ze dvora. Jak si s tím vším poradí? A poda?í se jim nakonec vrátit se zpátky do vlastního t?la?",,"Dubcová, Eliška",,n?mecký,2015
"Shakespeare, William",Winter´s Tale,,9788073991920,Tribun EU,13,111,anglický,Winter´s Tale.,"Uhráková, Barbora",,,,2009
"Bizziová, Regina",Winx,Píse? pro Musu,9788074472640,CooBoo,14,64,?eský,"Musa touží stát se slavnou zp?va?kou, to ale ohrožuje její vztah s Rivenem. Co pro ni bude d?ležit?jší – ú?ast na Festivalu meziplanetární hudby nebo kamarádi? Navíc se jí do cesty p?iplete dávná nep?ítelkyn?…",,"Mathé, Lukáš",,anglický,2013
,Winx - Jaká jsi?,,9788074472312,CooBoo,14,120,?eský,"Kniha plná test? a zábavy! Hraj si s vílami Winx a zjisti víc sama o sob? pomocí test? osobnosti! Díky téhle knížce se nau?íš spoustu v?cí o magii, co se skrývá v tob? samotné, s pomocí Winx clubu odhalíš, jaké máš netušené možnosti a získáš odpov?di na d?ležité otázky: Miluje m?? ?ím budu, až vyrostu? Jaký sport je pro m? nejlepší? Tak neváhej a vrhni se na testování!",,"Mathé, Lukáš",,,2012
,Winx - Ples pro Bloom,,9788074472039,CooBoo,14,64,?eský,"Bloom dostane d?ležité pozvání, ale její d?v?ra ve Skye, prince jejího srdce, je trošku narušená hloupými pomluvami. Dokáže se Bloom chovat jako opravdová princezna? K tomu všemu se musí nejd?ív soust?edit na záchranu planety Eraklyon…",,,,,2012
"Straffi, Iginio",Winx - Tajná kniha p?átelství,,9788074476860,CooBoo,14,104,?eský,"V??íš v kouzla a sníš o lepším sv?t?? Sta? se vílou podobnou Winx! Sv?? svá tajemství a sny naší magické knize, o kterou se m?žeš pod?lit jen s t?mi nejlepšími kamarádkami. Nalep do knihy své oblíbené fotky, objev spoustu nových zajímavostí o Winx a založ vlastní Winx Club! S kouzelným diá?em bude tv?j život každý den ?arovn?jší!",,"Mathé, Lukáš",,anglický,2014
,Winx 1001 samolepek - Kouzelná kolekce,,9788074474538,CooBoo,14,32,?eský,"V téhle báje?né knížce najdeš 1001 winxích samolepek, se kterými m?žeš plnit zábavné úkoly nebo si je nalepit, kam se ti zlíbí! Pr?vodkyn?mi ti budou samoz?ejm? všechny víly Winx s Bloom v ?ele. Tak vzh?ru za dobrodružstvím!",,"Mathé, Lukáš",,anglický,2014
"Bizziová, Regina",Winx 2,Layla má rande,9788074472114,CooBoo,14,64,?eský,Winx mají další d?ležitou misi. Želva sn? pot?ebuje pomoct… ale jak to jde dohromady s Laylinou oslavou narozenin? Má zrušit rande s Nabuem? Mají zase ve všem prsty proradné Trix?,,,,,2012
"Bizziová, Regina",Winx 3,Stella na módní p?ehlídce,9788074472442,CooBoo,14,64,?eský,"V Magické dimenzi se koná sout?žní módní p?ehlídka. Víla Stella se p?ihlásí, protože miluje krásné oble?ení a ráda nakupuje. Kamarádky jí s p?edvedením model? rády pom?žou. Stellin p?ítel Brandon se však schází s neznámou dívkou. Znamená to, že už nemá Stellu rád? Co bude pro Stellu d?ležit?jší – módní p?ehlídka, nebo láska?",,"Mathé, Lukáš",,anglický,2013
"Bizziová, Regina",Winx 5,Okouzlená Flora,9788074472848,CooBoo,14,64,?eský,"Temný les je v ohrožení a Flora zjistila, že ho m?že zachránit pouze velká ob??. Našt?stí je v kouzelnické knihovn? spousta knih se starými za?íkadly, která by mohla pomoct. Poda?í se vílám Winx najít to pravé? Zafunguje univerzální kouzlo? Doba je t?žká, ale láska zlomí každé utrpení…!",,"Mathé, Lukáš",,anglický,2013
"Bizziová, Regina",Winx 6 – Vynález pro Tecnu,,9788074472954,CooBoo,14,64,?eský,"Tecna vynalezla naprosto úžasný stroj, ale jeho technologie se obrátí proti ní. A temné proroctví jí p?edpoví rozchod s jejím klukem Timmym. Dá se budoucnost n?jak zm?nit? Nenechte si ujít další vílí dobrodružství!",,"Mathé, Lukáš",,anglický,2013
"Straffi, Iginio",Winx Club - V tajemných hlubinách,,9788074477645,CooBoo,14,48,?eský,"U samého dna Nekone?ného oceánu se zrodila nová zlov?stná hrozba! Sky je v ohrožení života a celé Magické dimenzi hrozí, že se dostane do podru?í temných sil. Poslední nad?ji p?edstavuje Bloom a její vílí kamarádky! V labyrintu smrtonosných pastí a ne?ekaných zrad se víly Winx musí pustit do jedné z nejt?žších bitev…",,,,,2015
"Straffi, Iginio",Winx Family - Rodinné št?stí,,9788074479496,CooBoo,14,64,?eský,"Žhavé drby: Jeden z nejbulvárn?jších ?asopis? celé Solarie zve?ejnil senza?ní ?lánek o Stelliných rodi?ích. Taková pomluva! Víla je vzteky bez sebe. Winx zjistí, že ?lánek napsala noviná?ka jménem Blanka Blacky, n?kdejší studentka Mra?né v?že a Brandonova bývalka… Neuv??itelné! Fiorenza, víla št?stí v lásce se vydá s Winx do Solarie, aby p?im?la Stelliny rodi?e se do sebe znovu zamilovat. Poda?í se jí to? A jak to bude dál mezi Brandonem a Stellou?",,,,,2015
"Straffi, Iginio",Winx Family - Srdce víly,,9788075440501,CooBoo,14,64,?eský,"Na planet? Domino zavládl chaos! Marion a Oritel byli uneseni rebely. Bloom si rychle vymyslí výmluvu, opustí p?ípravy Vanessiných narozenim a letí na Domino. Ale její nevlastní maminka to nese špatn?… neví, co se d?je, a žárlí na Bloominu pravou matku. Dokáže Bloom zachránit Marion, usmí?it si Vanessu a porazit nep?átele?",,"Mathé, Lukáš",,anglický,2016
,Winx Charmix – Encyklomagie,,9788074474170,CooBoo,14,216,?eský,"Tato Encyklomagie je jedním z našich nejúsp?šn?jších kouzel. Obsahuje úpln? všechno, co byste o našem sv?t? cht?li v?d?t. Pono?te se do ?tení a odhalte naše tajemství, myšlenky, lásky, magii, poznejte naše blízké, p?átele i nep?átele, zkrátka všechno, na co si jen vzpomenete! A nebudete ochuzeni ani o nejžhav?jší novinky! Vaše Winx",,"Mathé, Lukáš",,anglický,2013
,Winx Magic Series 1 - Magie p?írody,,9788074474569,CooBoo,14,64,?eský,"V??íš v kouzla a sníš o lepším sv?t?? Sta? se vílou jako Winx! Arktida je v nebezpe?í! Ne?ekaný p?íval zne?išt?ní zni?il p?írodní rovnováhu v mo?i a d?suplné zmutované p?íšery ohrožují tamní živo?ichy… Kde neusp?je ani Flo?ina moc, dá všem nad?ji nezni?itelná magie p?írody.",,"Mathé, Lukáš",,anglický,2014
,Winx Magic Series 2 - Hv?zdná kariéra,,9788074476327,CooBoo,14,64,?eský,"Stellu ?eká nový život. Stane se úsp?šnou módní návrhá?kou a rozhodne se opustit Winx Club! Její vílí kamarádky nechápou, co se s ní d?je. Obávají se, že za jejím úsp?chem stojí temné síly…",,"Mathé, Lukáš",,anglický,2014
,Winx Magic Series 3 - Kouzlo p?átelství,,9788074477652,CooBoo,14,64,?eský,"Bloom p?išla o veškerou kouzelnou moc! Co se mohlo stát? Zdá se, že víla ohn? si p?estala d?v??ovat... Kdo na ni jen seslal tuhle ošklivou kletbu? Nenechte si ujít další dobrodružství oblíbených víl Winx!",,"Mathé, Lukáš",,anglický,2014
"Straffi, Iginio",Winx Magic Series 4 - Klí? k harmonii,,9788074478055,CooBoo,14,64,?eský,Na Zemi se d?je n?co zvláštního a hrozného. ?arod?jný vichr odvál hudbu a p?em?nil ji v nesnesitelný randál! Za pomoci Meastra Cis a úžasných víl Winx ale na naší planet? op?t zavládne harmonie! Nepropásn?te další vílí dobrodružství!,,"Mathé, Lukáš",,anglický,2015
"Ko?án, František - Veselý, Alois",Wireless for Wehrmacht in detail,,9788087509197,František Ko?án RAK,5,60,anglický,"Tato monografie, plná kvalitních fotografií a technických detail?, je p?edevším ur?ena obdivovatel?m vojenské techniky, sb?ratel?m a modelá??m. Publikace v?novaná n?mecké radiokomunika?ní technice z období p?ed a b?hem 2. sv. války.",,,,,2013
"Ritter, Petr",Wirth versus stát,,9788086739403,Nakladatelství Andrej Š?astný,13,224,?eština,"Román, jehož hlavní postavou je advokát, který se už více než ?trnáct let u soudu marn? domáhá vy?ízení restituce po svých p?edcích, z nichž tém?? všichni zahynuli v koncentra?ním tábo?e, ukazuje na problémy sou?asné justice, hlavn? slabou vymahatelnost práva. Autor se s hlubokou znalostí v?ci krom? sou?asných problém?, nap?íklad korupce a neonacismu, vrací také do komunistické, nacistické i p?edvále?né minulosti, do sv?ta prvorepublikových židovských rodin.",,,,,2010
"Höppnerová, V?ra",Wirtschaftsdeutsch Aktuell,,9788086929583,"Ekopress, s.r.o.",12,142,?eský,"U?ebnice je ur?ena širokému okruhu uživatel?, kte?í se cht?jí zdokonalit zejména v ústní komunikaci o odborné problematice a v ?etb? odborných text?. M?že být proto užívána ve výuce na vyšších odborných a vysokých školách ekonomického zam??ení i ve firemních kurzech. Vybaví studujícího jazykovými dovednostmi pot?ebnými pro práci v zahrani?ních firmách a mezinárodních organizacích, pop?. pro studium na ekonomických vysokých školách v n?mecky mluvících zemích. Po jejím zvládnutí dosáhne uživatel úrovn? B2 až C1 Evropského referen?ního rámce.",,,,,2010
"Eberlová, Lada",With Love,,9788073995560,Tribun EU,13,0,,With Love.,,,,,2008
"Grayling, Anthony C.",Wittgenstein,Pr?vodce pro každého,9788073630775,Doko?án s.r.o.,2,144,?eský,"O Ludwigu Wittgensteinovi se mluvívá jako o jednom z nejv?tších filozof? 20. století, jeho texty však sou?asn? bývají charakterizovány jako složité a temné. Tato kniha nabízí úvod do Wittgensteinova myšlení p?ístupný i lidem bez filozofického vzd?lání. Knihu profesora Londýnské univerzity Anthony Graylinga lze brát jako výraz stanoviska dnešních analytických filozof? k velkému mysliteli, který bývá b?žn? pokládán za jednu ze zakladatelských postav analytického p?ístupu ve filozofii.",,Petr Glombí?ek,,,2007
Sian Davies,Wok,,9788072094882,"Nakladatelství Slovart, s.r.o.",999,256,?eský,"Kucha?ka obsahuje 120 exotických recept? z r?zných kout? Dálného východu, upravených pro pot?eby domácích kuchyní. ",,Dagmar Eisemannová,Wok,anglický,2003
,Wok,,9788024908717,Euromedia Group k.s.,8,160,?eský,"Jak dokonalé je asijské kucha?ské um?ní, tak promyšlené je asijské kuchy?ské ná?adí. Hluboká p?lkulatá pánev - wok - je nad?asová, úsporná a p?ísady v ní si zachovávají p?irozenou barvu, strukturu a v?ni. Ve woku lze opékat, dusit, va?it v pá?e i smažit. Suroviny neztácejí  krátkou tepelnou úpravou ?erstvost, ko?ení z?stává aromatické a pokrmy jsou zdravé a rozmanité. Více než 120 recept? na zeleninové, rybí, masové a dr?beží pokrmy i na exotické sladkosti.",,"Štumpf, Eugen",Wok,n?mecký,2007
,Wok – Asijská kuchyn? na každý den,,9788073527723,V. Svojtka & Co.,8,256,,"Tato knížka nabízí vy?erpávající informace o použití woku jako univerzální pom?cky v kuchyni v?etn? fotografií pokrm?, nad nimiž se p?ímo sbíhají sliny nejen fanoušk?m asijské kuchyn?. Pokuste se objevit možnosti použití woku, které jsou tém?? bez hranic, a nechte se okouzlit bezpo?tem recept?, které lze na woku p?ipravit, a to od zeleninových jídel p?es ryby, maso, dr?bež až po exotické sladkosti.",,,,,2007
"Mantelová, Hilary",Wolf Hall,Román z tudorovské Anglie,9788025703465,Argo spol. s r.o.,13,536,?eský,"Hrdinou košatého románu, ocen?ného slavnou Booker Prize, je Thomas Cromwell, syn chudého ková?e, který se v Anglii 16. století dostane až na vrchol politické moci. Autorka propojuje portrét individua a lí?ení bou?livých historických událostí. Cromwell se obratn? propracovává na vyšší a vyšší pozice, stane se pravou rukou krále Jind?icha VIII. práv? v dob?, kdy panovník usiluje o zrušení svého manželství s Annou Boleynovou, aby se mohl oženit s Jane Seymourovou, která mu snad dá mužského d?dice. Práv? sídlo Seymourových dalo románu název, ale p?enesen? se odkazuje i na to, že v boji o moc je „?lov?k ?lov?ku vlkem“. Rozvod královského manželství p?ivodí roztržku s ?ímem, Anglie se odvrátí od katolicismu a vzniká anglikánská církev…",,"Marková, Michala",Wolf Hall,anglický,2010
"Böttger, Dirk",Wolfgang Amadeus Mozart,život a smrt génia,9788073362607,Fontána,2,157,?eský,,,,,,2005
"JANSEN, Johannes",Wolfgang Amadeus Mozart,1756-1791,9788072098033,"Nakladatelství Slovart, s.r.o.",9,96,?eský,"Monografie geniálního skladatele a hudebníka, jehož 250. výro?í narození  slaví letos celá Evropa. Mozart Prahu a ?echy miloval, protože zde zažil  oslnivý úsp?ch, ale mén? se ví, že obdivoval ?eské hudební skladatele té  doby a celou atmosféru hudbymilovného m?sta.  ",,,,,2006
"?íha, Jan a kol.",WolframAlpha ve výuce p?írodov?dných a ekonomických p?edm?t?,,9788024444710,Univerzita Palackého v Olomouci,17,74,?eština,Moderní p?ístup k aplikaci matematických dovedností v p?írodov?dných a ekonomických oborech reg. ?.: CZ.1.07/2.2.00/28.0168. Neprodejné.,,,,,2015
"KIETH, Sam",WOLVERINE A HULK,,9788086096919,Netopejr,13,96,?eština,"KOMIKS. Wolverine a Hulk se setkávají! Je to šílené. Je to úchylné. Je to naprosto geniální. Sam Kieth, známý p?edevším díky sérii The Max, stvo?il dokonalou vyprav??skou i vizuální perlu, která vás smete jako japonský rychlík.",,"Viktor, Janiš",Wolverine legends vol.1: Wolverine/Hulk,angli?tina,2005
"Azzarello, Brian - Chiang, Cliff - Akins, Tony",Wonder Woman 1: Krev,,9788075075147,BB/art,13,160,?eský,"Wonder Woman je osam?lá. Žije na pomezí sv?t?. Královna Amazonek ji vychovala jako vlastní, ale princezna a bojovnice Diana mezi své krajanky nezapadá. Všechny znají legendu, podle níž byla stvo?ena z hlíny, aby bezd?tná královna kone?n? získala vytouženou dceru – a proto se k ní chovají jako k n?komu cizímu. I když ve sv?t? ze všech svých superhrdinských sil bojuje za spravedlnost, doma z?stává vyvržencem. Daleko od amazonského Rajského ostrova hrají olympští bohové své vlastní temné hry. Marnotratný syn Apollón hodlá uchvátit uprázdn?ný tr?n svého otce Dia a v nebezpe?í se octnou nejen jiná mstivá božstva, ale i nevinní lidé.  A co se nachází v samém jádru toho konfliktu? Wonder Woman a tajemství, které ot?ese celým jejím sv?tem. Brzy se dozví pravdu o svém p?vodu… a pak pote?e krev.",,"Antonín, Martin D.","Wonder Woman 1: Blood, 1-6",anglický,2015
