Author,Title,Subtitle,ISBN 1,Publisher,TS,Pages,Language,Annotations,Illustrator,Translator,Original Title,Original language,Date of publishing
,Berlín - Pr?vodce s mapou National Geographic,,9788026400868,CPress,11,52,?eský,"Od Braniborské brány až k p?echodu Checkpoint Charlie, od nám?stí Potsdamer Platz po Alexanderplatz, od Tiergarten až k zámku Charlottenbourg – n?mecké hlavní m?sto se p?ed vámi v mžiku otev?e díky tomuto jedine?nému pr?vodci! 60 zajímavých míst, muzeí a památek vyzna?ených v mapkách, 150 dalších míst (restaurace, kavárny, bary, kluby, obchody, butiky, divadla, koncerty…) a veškeré nezbytné praktické informace.",,,,,2012
,Berlín - Spole?ník cestovatele,,9788024910284,Euromedia Group k.s.,999,352,?eský,"Hlavní m?sto N?mecka má jako oblíbená turistická destinace rozhodn? co nabídnout – historické památky, muzea, parky a zahrady, oblíbené trhy, vyhlášené restaurace ?i živou kulturní scénu. Navštivte Braniborskou bránu, zámek Charlottensburg, park Sanssouci a další pam?tihodnosti. Pr?vodce nabízí ?adu informací o pohnuté historii m?sta a praktických rad o tom, kde se dob?e najíst a kam zajít s d?tmi.",,"Svobodová, Lenka",Eyewitness Travel Guide - Berlin,anglický,2008
"Simonis, Damien",Berlín - Velký pr?vodce National Geographic,,9788025124451,"Computer Press, a. s.",11,272,,"Podrobné popisy míst a související informace. Více než 180 barevných fotografií, 18 podrobných barevných map. Mapy na procházky a výlety autem. Speciáln? p?ipravené nákresy plán? budov a památek. P?ehledná struktura knihy. Informace o hotelech, restauracích, možnostech nakupování a zábavy.",,,,,2009
"Lutes, Jason",Berlín 2: M?sto kou?e,,9788074612473,BB/art,13,216,?eský,"V druhém díle Lutesova historického grafického románu hledají Berlí?ané po masakru na prvního máje 1929 odpov?di na otázku, co se vlastn? stalo. Blíží se druhá sv?tová válka a nap?tí mezi komunisty a nacionalisty, Židy a góji roste. Marta Müllerová doprovází svého milence Kurta Severinga, když zpovídá ú?astníky prvomájové demonstrace, a za?íná se orientovat v politických st?etech výmarské republiky. Ovšem její vztah ke Kurtovi se hroutí a ona propadá dekadentnímu berlínskému no?nímu životu.",,"Janiš, Viktor",Berlin: City of Smoke,anglický,2012
"Lutes, Jason",Berlín: M?sto kamene,,9788074610776,BB/art,13,216,?eský,"Píše se rok 1928 a nad Výmarskou republikou se stahují mra?na. Ekonomika pokulhává, vláda porušuje podmínky p?ím??í, nacistická i komunistická strana sílí. Berlín je po?ád pestré a kulturní velkom?sto, které v Lutesov? grafickém románu poznáváme nejen o?ima noviná?e Severinga a malí?ky Müllerové, ale i policisty Lemkeho, židovského studenta ?i matky samoživitelky. Historie tu není n?co, co se lidem d?je, lidé jsou jejími tv?rci – a práv? nejistota jejich fiktivních život? na pozadí reálných historických událostí dává Berlínu jeho neuv??itelnou sílu.",,"Janiš, Viktor",Berlin: City of Stone,anglický,2012
"Birkefeld, Richard - Hachmeister, Göran",Berlínská past,Detektivka z nacistického N?mecka,9788074072710,Garamond,13,360,?eský,"N?mecko, podzim 1944. K Berlínu, který je z velké ?ásti v troskách, se pomalu, ale jist? blíží Rudá armáda - kdo má možnost, pokouší se zachránit si k?ži, jak se dá. V této situaci dostává úsp?šný policejní vyšet?ovatel Hans Kalterer za úkol vypátrat v berlínských ulicích sériového vraha, o n?mž se policisté domnívají, že se pachatel dopouští zlo?in? z politických d?vod?. Jak se však brzy ukáže, za vraždami skute?n? stojí uprchlý v?ze? z koncentra?ního tábora, který má ?adu d?vod? se mstít. V tomto v mnoha sm?rech nekonven?ním kriminálním p?íb?hu je zlo?incem ob?? nacistického teroru, zatímco vyšet?ovatelem policista t?etí ?íše s krví na rukou. Nap?tí nepramení z pátrání po vrahovi, nýbrž z postupného odhalování jeho minulosti, p?i?emž o ne?ekané zvraty není nouze.",,"P??ek, Michael",,n?mecký,2015
"Taylor, Frederick",Berlínská ze?,,9788073814137,BB/art,13,488,?eský,"Autor umn? spojuje látku oficiální historie, p?vodních výzkum? v archivech a osobních p?íb?h? a lí?í rozd?lené m?sto a jeho obyvatel v dob?, kdy to vypadalo, že lidstvo stále stojí na pokraji katastrofy.",,"Šustrová, Petruška",The Berlin Wall,anglický,2008
"Schulze, Ingo",Berlínské bolero,T?ináct klasických povídek,9788090381599,"Nakladatelství Vakát, s. r. o.",13,236,?eský,"Silvestr 1999 v Berlín?. Frank Reichert se na ve?írku na prahu nového tisíciletí potkává s Julií, svou dávnou a ztracenou láskou. Od jejich rozchodu na podzim 1989 žije jako úsp?šný podnikatel, ale neš?astný muž. Sv?j život sleduje tém?? nezú?astn?n?, uzavírá nové vztahy, ale nad vším se vznáší Juliin stín a možnost za?ít život znovu, jinak. S novým ránem p?ichází i nový za?átek… Mezi odchodem a revoltou se potácejí tém?? všichni hrdinové Schulzeho povídek. ?asto sta?í jen znepokojivý pohled, aby se za?ínající láska, sousedská známost nebo poklidná dovolená vymkly kontrole... S neopakovatelným citem pro tragikomické situace ohledává Ingo Schulze podstatu lásky, krouží kolem otázky cti ve chvílích rozchodu, ale zachycuje i momenty št?stí uprost?ed všedního dne.",,"Dimter, Tomáš",Handy,n?mecký,2009
"Walters, Guy",Berlínské hry,,9788073812072,BB/art,13,400,?eský,"Walters poprvé odhaluje, že hry pošpinili nejen nacisté, ale sami olympijští ?inovníci, v neposlední ?ad? sám baron Pierre de Coubertin, zakladatel moderního olympijského hnutí, který dostal od nacist? zna?ný finan?ní dar.",,"Hrbek, Jaroslav",Berlin Games,anglický,2007
"Rodewyk, Adolf",Berme ?ábla vážn?,,9788072661886,Matice cyrilometod?jská s. r. o.,0,62,?eský,"N?mecký jezuita, exorcista žijící v minulém století, vysv?tluje, jak se do sv?ta dostalo zlo a jaké úskoky a lsti ?ábel používá. Jde o cennou p?íru?ku pro každého, komu není lhostejný osud jeho duše.",,"Krej?í, Tomáš",,n?mecký,2005
"Vlasáková, Marta",Bernard Bolzano: Cesta k logické sémantice,,9788070072202,FILOSOFIA,2,108,?eský,"Pražský rodák Bolzano zasluhuje pozornost nejen jako významný matematik, ale i jako jeden z pr?kopník? tzv.logické sémantiky.Tato „v?da o významu“ se opírá nikoli o psychologii,ale o logiku.Na ?ad? Bolzanových myšlenek byla pozd?ji v dílech Frega,Russella a dalších vystav?na moderní logika a analytická filosofie.Autorka v knize ukazuje, jak m?že být Bolz.„realistické“ pojetí sémantiky inspirativní",,,,,2006
"Moreman, Tim",Bernard Montgomery,Velitelé - Strategie - Konflikty,9788072436156,Brána,2,64,?eský,"Publikace o polním maršálovi, který byl nejznámn?jším britským generálem druhé sv?tové války.","Turner, Graham","Krist, Jan",Bernard Montgomery,anglický,2012
Hana Pátková,Berní knihy Starého M?sta pražského (1427-1434),,9788090215108,Archiv hlavního m?sta Prahy,2,392,"?eském,n?meckém a latinském zn?ní","Podává p?ehled dosavadního bádání,charakteristiku tzv.lózunky,jako specifického druhu m?stské bern?,popisa strukturu zápisu editovaného rukopisu,kapitolu o minci a m?nách vystupujicích v edici.Vlastní edice obsahuje p?edevším uložení m?stských dávek a zvolení jejich výb?r?ích,seznam poplatník?,rejst?íky konspira?ních ?ísel,osobní i místní",,,,,1996
"?adková, Iva - Zahradníková, Magda","Berní rula 14, kraj Hradecký III",,9788086712710,Národní archiv,2,335,?eský,"V roce 1949 napsal svoji p?edmluvu k vydání berní ruly tehdejší ?editel Zemského archivu v Praze Otakar Bauer. V ní poukázal na to, že uskute?n?ním tohoto velkoryse pojatého podniku vrcholí padesátileté snahy historik? - archivá?? Zemského archivu o vydání pramene zásadní d?ležitosti. Na této práci se podílela ?ada editor?, z nichž je t?eba zvlášt? vyzdvihnout osobnost dr. Karla Dosko?ila, který se uvolil prostudovat všechny svazky ruly i ?innost jednotlivých stavovských komisí, aby vypracoval nejvhodn?jší a zárove? nejúsporn?jší formulá?, který by mohl být použit pro všechny svazky edice.",,,,,2010
"?adková, Iva - Zahradníková, Magda","Berní rula 15, kraj Hradecký IV",,9788086712970,Národní archiv,2,296,?eský,"V roce 1949 napsal svoji p?edmluvu k vydání berní ruly tehdejší ?editel Zemského archivu v Praze Otakar Bauer. V ní poukázal na to, že uskute?n?ním tohoto velkoryse pojatého podniku vrcholí padesátileté snahy historik? - archivá?? Zemského archivu o vydání pramene zásadní d?ležitosti. Na této práci se podílela ?ada editor?, z nichž je t?eba zvlášt? vyzdvihnout osobnost dr. Karla Dosko?ila, který se uvolil prostudovat všechny svazky ruly i ?innost jednotlivých stavovských komisí, aby vypracoval nejvhodn?jší a zárove? nejúsporn?jší formulá?, který by mohl být použit pro všechny svazky edice. ve své stati ,,K edici Berní ruly"" zhodnotil a popsla dosavadní úsilí ?eské historiografie o ocen?ní, prozkoumání a vhodné publikování tohoto pramene. Stanovil hlavní zásady, jimiž se mají edito?i p?i vydávání edice ?ídit, rozvrhl jednotlivé edi?ní svazky a po?ídil generální rejst?ík k celé berní rule. Tento záslužný podnik však nebyl dokon?en pro velkou pracovní a finan?ní náro?nost. Po dalších tém?? padesáti letech se Státní úst?ední archiv, jakožto p?ímý nástupce Archivu zem? ?eské, rozhodl chyb?jící svazky edice berní ruly postupn? doplnit. Až na malé detaily bylo rozhodnuto pokra?ovat v hlavních edi?ních zásadách p?edch?dc?. Po vydání jednoho svazku Berní rula kraj Boleslavký, dvou svazk? kraje Plze?ského, svazku Kladska a svazku Hradecka, vydává nyní Národní archiv ?tvrtý svazek berní ruly kraje Hradeckého.",,,,,2012
"?adková, Iva - Zahradníková, Magda","Berní rula 4,5 - Kraj Bechy?ský I",,9788074690099,Národní archiv,2,520,?eský,Soupis da?ových povinností v bechy?ském kraji z let 1653-1654.,,,,,2014
"?adková, Iva - Zahradníková, Magda",Berní rula 6 - Kraj Bechy?ský II,,9788074690310,Národní archiv,2,350,?eský,"?adková Iva, Zahradníková Magda. Berní rula. Sv. 6 Kraj bechy?ský. Díl II., vyd I. 2014, Národní archiv Praha 2014. Soupis da?ových povinností v bechy?ském kraji z let 1653-1654.",,,,,2014
Žaket,Beroun,plán m?sta,9788072330546,Žaket,18,0,,,,,,,2000
"Garkisch, Miloš",Beroun,,9788074322365,Paseka,2,180,?eský,"Královské a kdysi krajské m?sto Beroun je centrem berounského regionu, který je zbytkem d?íve velké správní oblasti na jihu st?edních ?ech, nazývané Podbrdský pozd?ji Berounský kraj. Kniha z edice Zmizelé ?echy seznamuje ?tená?e se spletitými d?jinami tohoto m?sta od st?edov?ku až po dramatické 20. století a p?ináší sto devadesát unikátních archivních fotografií, které dokumentují prom?ny genia loci tohoto st?edo?eského sídla.",,,,,2012
"Velíšek, Jan",Beroun,Deset zastavení na procházce královským m?stem,9788087938317,Machart,2,80,?eský,"Nová reprezentativní fotografická publikace o sou?asném Beroun? vychází p?i p?íležitosti oslav 750. výro?í první písemné zmínky o m?st?. Autory fotografií jsou berounští tv?rci Vladimír Kasl, Ji?í Semrád a Zden?k Z?na, autorem doprovodných text? je berounský básník a texta? Jan Velíšek. Ten ve svém úvodním slov? mimo jiné uvádí: „Milí ?tená?i, dostáváte do ruky knihu o Beroun?, m?st?, které v roce 2015 slaví 750 let písemn? doložené existence. Na m?sto to není nijak kritický v?k, známe i starší, a n?která vypadají docela dob?e. My Berou?áci máme své m?sto pochopiteln? rádi. A m?li bychom radost, kdyby je m?li rádi i ti, kte?í se sem zrovna p?ist?hovali, a také všichni hosté, a? už jsou d?vody jejich návšt?vy ekonomické, turistické, nebo jde o pouhou náhodu.",,,,,2015
Žaket,Beroun - plán m?sta 1 : 16 000,plán m?sta,9788072332397,Žaket,18,2,?eský,"Složený plán m?sta se stru?nými informacemi o historii a památkách, dopln?ný rejst?íkem ulic.",,,,,2006
"V?tvi?ka, Václav - Rende, Jan",Berounka,?eka bez pramene,9788072366569,Jan Vašut s.r.o.,13,148,?eský,"O Berounce se tvrdívá, že to je ?eka bez pramene. Naši p?edkové ji nazývali Míza. Stejn? tak bychom mohli o Berounce mluvit jako o ?ece ostrov?. Má jich možná nejvíc ze všech našich ?ek, t?ebaže jsme jich osobn? napo?ítali jen 88. Jenže: Po každém v?tším dešti, ne?ku-li po každé povodni, je jejich po?et jiný. N?které jsou velké, jiné nepatrné, jedny si vytvo?ila ?eka, jiné vznikly t?eba prokopáním podemlýnské strouhy. Jeden, ten berounský, se dokonce jmenuje Ostrov. Jinému se zase ?íká bu? Ostrov lásky, nebo Ostrov komár?. Vymysleli to z?ejm? vodáci, každý podle své zkušenosti. Berounka, vedle svých ?ty? zdrojnic, nachytala za sv?j tok pod Plzní skoro 50 potok? a ?í?ek - ??rky a drobné pramínky jsme nepo?ítali. A to je n?jaké vody!",,,,,2009
"Junek, Václav",Berounské války,,9788073764036,"Nakladatelství Olympia, a.s.",2,255,?eský,"Kniha Václava Junka p?ibližuje zajímavým zp?sobem osudy m?sta Berouna na pozadí vále?ných dob od starov?ku po dnešek. Beroun byl jako m?sto velice dob?e opevn?n a jeho fortifikace procházela pravidelnými úpravami a ?etnými vylepšeními. D?vodem byla jeho strategická pozice na cest? ze západu k Praze. Všechna nep?átelská vojska musela vždy projít p?es toto m?sto. Paradoxem ovšem je, že krom? dvou menších šarvátek v nedaleké Lod?nici se o Beroun vlastn? nikdy skute?n? nevál?ilo.",,,,,2015
"?apek, Petr - Prášil, Petr",Berounsko na starých pohlednicích,,9788086914213,Vydavatelství Baron,2,276,?eský,"Prestižní, vázaná, barevná kniha obsahuje p?es 530 historických pohlednic i dobových fotografií s podrobnými popiskami jednotlivých motiv?. Uvedeny jsou také znaky obcí. Poj?me se podívat na Berounsko s brdskými a k?ivoklátskými lesy, na ?eku Berounku prodírající se údolím a skalami ?eského krasu, nebo do ka?onu potoka Ka?áku ve Svatém Janu pod Skalou, na hrady, zámky, vesni?ky a m?sta. Kniha by m?la pot?šit sb?ratele starých pohlednic, milovníky starých ?as?, místní rodáky, patrioty a poodhalit dobu a okamžiky, které odvál ?as.",,,,,2007
"Koš?ál, Vratislav - Koš?álová, Renata","Berounsko, Kladensko a Rakovnicko",Historická sídla St?edo?eského kraje,9788087474822,"Barrister & Principal, o.s.",9,232,?eský,"?tená?i se dostává do rukou druhý díl šestidílné edi?ní ?ady Historická sídla St?edo?eského kraje, který podrobn? mapuje a dokumentuje hrady, zámky a tvrze v regionech Berounska, Kladenska a Rakovnicka. Kniha je op?t vybavena mnoha unikátními ?ernobílými fotografiemi a p?ináší, stejn? jako díl první, zcela nový pohled na místní historické objekty, n?které velmi cenné, jiné skromn?jší, které jsou však všechny dokladem p?sobení, pé?e  a umu minulých panovnických a šlechtických elit. Publikace je p?ipravena zaujmout milovníky historie, obyvatele daných region?, kte?í se cht?jí o svém kraji dozv?d?t víc, ale také turisty, pro které se chce a m?že stát pozvánkou do mnohdy opomíjených míst, jež dnes neprávem stojí ve stínu Prahy, ale p?itom mají také co zajímavého nabídnout. ?tená? v knize nalezne vzájemn? propojené informace jak o samotných historických objektech a sídlech, tak o pov?stech, které se o nich tradují, nebo o slavných a známých osobnostech, které zde p?sobily. Zaznamenány jsou však i p?írodní krásy, technické vymoženosti a další zajímavosti. Na knize spolupracovali sou?asní vlastníci zdejších hrad?, zámk? a tvrzí, a to nejen tím, že poskytli historické i aktuální fotografie, ale také vlastní texty, které jsou nesmírn? cenné jako sv?dectví, díky n?muž lze nahlédnout za oponu náro?né údržby t?chto objekt?. Pro milovníky a fanoušky ?eské historie a architektury, pro ty, kdo cht?jí v?d?t více o tom, kde se vlastn? narodili!",,,,,2012
"ZSOLT, Staník",Berry Bokr aneb ?erstvé kozy denn? na trh,,9788023739541,Ivo Železný,13,192,,"Knížka se snaží prost?ednictvím ?asto netradi?ního jednání, chování a konání dvou hlavních hrdin?, výrobce lanových ok Berryho Bokra a d?chodce pana Zajíce, naladit vaše membrány do p?íjemného úsm?vna.",,Ilustr. Z. Netopil,,,2005
